temp_C,par_umol_m2_s,co2_ppm,vpd_kpa,soil_N_ppm,leaf_N_percent,lai,A_net,photorespiration_driver,transp,WUE,NUE,biomass_index,treat_bypass,treat_rubisco,treat_stomata,stack_all,A_net_treated,biomass_treated,WUE_treated,NUE_treated
33.00229119851201,733.9644825973753,673.5533316880891,1.2610683950333992,42.635520616050975,2.8514017281590753,3.157275235040509,0.39451127465993824,0.2214069155279887,0.504818858604433,0.7856403563812538,0.11906666610469292,0.3614191416184608,0,1,1,0,0.4291688315575303,0.3259483234141834,0.8966445219127347,0.13532510536918263
39.53313122326981,433.3117380126174,408.61565996375924,2.089581735911335,20.164336968331813,3.132557740944677,2.3343975927056757,0.06874631036705704,0.5680983656320634,0.5825844163305393,0.11508789210888383,0.012756416394538008,0.04148504472626099,1,1,1,1,0.08574263994772086,0.04609261314951438,0.1346272179136255,0.01678913522274925
36.61645656588465,1246.2555862985716,441.1184501597206,1.1069535141703506,97.02700022726525,1.366667380051697,3.3743099385368027,0.1108030505756539,0.4910137299712229,0.5825565908912487,0.18552608612671936,0.07246856891608366,0.08555769330788802,1,0,1,0,0.11890637824493308,0.09201522982763323,0.22051934396908265,0.08857119775842336
23.404972559774205,872.8529214972001,699.8560994553832,2.0495167277865094,93.14572067256304,3.174249005067408,2.930069302967853,0.45639627998734594,0.04468497817105609,0.9074464490873536,0.5068317472400592,0.14802166667514072,0.3730563186819501,0,1,1,0,0.4995830363536889,0.361641498295499,0.5923337972685709,0.15929957944673442
25.203990837869412,636.5751745735242,614.1415255835846,1.2326853819972556,33.66234198835801,1.9833121331223393,2.8888474317380255,0.26092026563028886,0.08465515601613471,0.4509519134658502,0.5687819042718628,0.09967443846267486,0.243789583237246,1,1,0,0,0.3089765262230372,0.23130073951211744,0.581164800768365,0.12238208362803125
38.96528268951029,559.8906905496177,545.0466192199526,1.0030299348453497,55.16359203386125,1.5217612714898856,5.561820114619049,0.06266667268700664,0.35527596829515756,0.33658129857906144,0.19216975079310708,0.037805676686870994,0.05014978902417064,0,1,1,0,0.07686803634786106,0.0507322135128473,0.22101929778258747,0.04457754600260089
18.126367309573794,1718.5275916034666,416.48702127052087,0.7328787470817071,91.34963111743625,1.612480167348114,2.432776006041279,0.08610055627058084,0.020266025774873686,0.4315684777941285,0.19875141365596982,0.050628268170443996,0.07377519718929726,0,1,1,0,0.09275004923935469,0.0745568667148659,0.2361599538356092,0.056859770743369
37.70948204118639,970.8446229520017,370.84403928418163,1.7523428245870067,62.60988136084494,2.881682460941109,2.491384958671681,0.13156859421377387,0.6318511129207178,0.8211024750020466,0.1503578952920964,0.041844088013901444,0.08572031087320388,0,0,1,0,0.1296983143564298,0.08885642235071006,0.1775052912320144,0.039809860159683755
37.12966629004911,1785.7903466361474,472.3494368022659,0.8993265755051063,80.99494727925955,2.6401138702472533,3.3994988140949403,0.24001750525857798,0.4439418873928128,0.5352263826236452,0.451479572912741,0.08766262350856234,0.1745173234881426,0,0,0,0,0.23854364194236957,0.1768235875230222,0.4604786858549613,0.08627207081266523
29.230438868249298,713.9717397015239,424.6449892314645,1.06239722942461,58.5336029166559,1.5055757144086126,2.43606264037003,0.1629993210642386,0.3302072204937269,0.41812777234828963,0.38098478457176144,0.09991434853299405,0.1410890177454432,0,1,1,0,0.17956293511052387,0.1388381839491945,0.4418538325473414,0.1104719091933349
