temp_C,par_umol_m2_s,co2_ppm,vpd_kpa,soil_N_ppm,leaf_N_percent,lai,A_net,WUE,NUE,biomass_index,treat_bypass,treat_rubisco,treat_stomata,A_net_treated,WUE_treated,NUE_treated,biomass_treated
36.574945165343124,1345.7599530539953,550.1692534421593,1.8433576689592637,82.68377761980891,2.6815455092583775,5.091518230909171,0.28838104076274446,0.2879857824648361,0.10473713790918701,0.3084861809028725,0,0,1,0.285497230355117,0.33118364983456144,0.10473713790918701,0.3084861809028725
28.533082554049255,771.3849534345898,665.2284503432664,1.4487214116085938,50.22233009350354,3.191612931344169,4.154279411148529,0.5580386913013021,0.9322829100092866,0.15415818594371966,0.5795097770344143,1,0,1,0.6640660426485495,1.0721253465106795,0.16186609524090564,0.7243872212930179
38.60635007787318,1562.988569194471,454.5398794773913,0.7801339929312485,34.983442577754715,1.2819546175155174,2.7504703448234373,0.08050240530572232,0.17994591335267984,0.04876475620469309,0.0798328140578283,1,0,1,0.09579786231380956,0.2069378003555818,0.05120299401492775,0.09979101757228537
34.73683269742473,585.5634564209877,368.8323703818307,2.978332766486157,19.19779953152692,1.6898388693228676,2.699354135829241,0.08553520744436831,0.08291778595812073,0.03100949660223848,0.08467801389906374,1,0,1,0.10178689685879828,0.09535545385183883,0.032559971432350406,0.10584751737382966
20.26025634930359,1061.4295841385997,623.7227012525334,1.0194569441401162,21.192637645296557,2.395481496767129,3.2049291752622007,0.23267007085026215,0.4650511491831377,0.06178376052225533,0.2342594337078469,0,0,1,0.2303433701417595,0.5348088215606084,0.06178376052225533,0.2342594337078469
41.414936439282144,494.62274743869193,598.8084043904704,1.212740339942505,115.53733506398683,2.0303889066505274,3.2120502823176578,0.04926010313839864,0.13177508530436732,0.02412622272604401,0.04960829043098179,0,0,1,0.04876750210701465,0.1515413481000224,0.02412622272604401,0.04960829043098179
36.26735284776847,992.4809862173472,545.4671595292258,1.1661978299870825,96.73022816422744,2.475112413093286,2.546698184324536,0.2416804182710808,0.43655018552497543,0.09634439863570202,0.23802861252389793,1,0,0,0.29001650192529693,0.43655018552497543,0.10116161856748712,0.2975357656548724
36.86554332664689,443.9464143654179,637.2165281079323,2.7790593760456876,36.945517496810794,2.3728086662775714,5.338642648845952,0.14273919706910498,0.1806716097918484,0.04772490962765215,0.15386639620003287,1,0,1,0.16985964451223493,0.20777235126062565,0.05011115510903476,0.19233299525004108
21.074727184213103,458.5257989944351,645.628686700365,2.432852142536473,68.20619605212092,2.775978935799019,3.1305065114722006,0.18648137776418092,0.263181284604101,0.06368442693071977,0.18729261223306537,0,1,0,0.20512951554059902,0.263181284604101,0.06368442693071977,0.20602187345637193
28.80926250949361,1179.5574032672253,559.8871247261791,1.697591518654408,88.5655996785074,1.3418058402814919,5.208986010376235,0.2624492690884643,0.3003989103977791,0.19167669589937145,0.28177416121679383,0,0,0,0.2624492690884643,0.3003989103977791,0.19167669589937145,0.28177416121679383
26.89915258158195,622.0576674812268,688.4154492303385,2.893015281484462,48.7791692202742,2.0812321398568967,5.893800728397805,0.31282984415856774,0.29981470181691305,0.13134348969117118,0.34300541852158895,1,0,0,0.3753958129902813,0.29981470181691305,0.13791066417572975,0.4287567731519862
40.242359732366445,475.7875625027957,604.7020621898913,0.7266801138874601,58.39868639757629,2.920107579379601,3.327845624822505,0.09212937463527551,0.4222707422368371,0.02896353875185676,0.09313618171500247,0,1,0,0.10134231209880307,0.4222707422368371,0.02896353875185676,0.10244979988650273
33.45276288193595,1687.629200216117,590.1376278952938,2.744808914931965,89.0220111529977,1.9255238106939232,5.880923975194393,0.3521638919393311,0.21888220185815327,0.17934808535617044,0.38598247192219065,0,0,0,0.3521638919393311,0.21888220185815327,0.17934808535617044,0.38598247192219065
37.74627871849992,268.80520118408174,482.8834094699394,0.7450256056515819,35.01997462284471,2.2075776105404907,2.764803196138823,0.05893477747296361,0.41286936573550814,0.020746466076127488,0.05847273509636659,1,0,1,0.07013238519282669,0.47479977059583434,0.021783789379933863,0.07309091887045824
28.641940771855946,1104.2369803134195,360.7679167240026,1.538713670242953,67.89787943133237,1.2431572525872665,4.589813230762742,0.13496706364397665,0.17555230221494186,0.1027956113870889,0.1421194777605897,0,1,1,0.14711409937193456,0.20188514754718312,0.1027956113870889,0.15633142553664867
23.453729322834647,1077.2221469332244,441.92050912402055,0.7296117081035752,33.10969888548555,1.648347790168597,5.964720596611452,0.18828992916588028,0.5217627249651962,0.0868201520617284,0.20689749687030018,0,0,0,0.18828992916588028,0.5217627249651962,0.0868201520617284,0.20689749687030018
31.310034888380034,600.9741990448956,619.7329723169742,2.997525580218445,10.33853611170786,2.1273102431646933,5.2334876581480945,0.2840614538486219,0.2688587542533309,0.06729881695354498,0.305209712226172,1,0,0,0.3408737446183463,0.2688587542533309,0.07066375780122224,0.38151214028271496
19.531614146500207,924.4347921805085,601.3562265086392,2.794534806001444,85.92901091215043,1.9979362525286872,2.9188031470106583,0.15528486704174255,0.12156488145281978,0.075978020817258,0.15486457895772063,1,0,1,0.18478899177967362,0.13979961367074273,0.07977692185812091,0.1935807236971508
